PUBLICATION_ID,MCZBASE.GET_PUBLICATION_AUTHORS_ALL(P.PUBLICATION_ID),PUBLISHED_YEAR,PUBLICATION_TITLE,JOURNAL_NAME,JOURNAL_ABBREVIATION,VOLUME_NUMBER,ISSUE_NUMBER,BEGINS_PAGE_NUMBER,ENDS_PAGE_NUMBER,PUBLISHER_NAME, 
3267,"Walcott, C.D.",1886,no article title available,U.S.Geol.Survey Bull,U.S.Geol.Survey Bull,4,30,211,213,, 
1138,"Brower, J.C.",1987,no article title available,Jour.Paleontology,Jour.Paleontology,61,5,1001,,, 
2580,"Rolfe, W.D.I.",1962,A new phyllocarid crustacean from the Upper Devonian of Ohio,Breviora,Breviora,151,151,4,6,Museum of Comparative Zoology, 
2626,"Whittington, H.B.",1962,The Ordovician Trilobites of the Bala Area Merioneth. Part 1,Palaeontographical Soc.London Mono.,Palaeontographical Soc.London Mono.,116,,7,9,, 
5655,"Schuchert, C. and Cooper, G.A.",1932,no article title available,Yale Univ.Peaody Mus.Nat.Hist.Mem.,Yale Univ.Peaody Mus.Nat.Hist.Mem.,4,,75,,, 
2694,"Shimer, H.W.",1906,no article title available,Am.Naturalist,Am.Naturalist,40,470,97,,, 
2729,"Macurda, D.B.",1977,no article title available,Jour.Paleontology,Jour.Paleontology,51,6,1207,,, 
2741,"Whittington, H.B.",1965,no article title available,Jour. Paleontology,Jour. Paleontology,39,3,490,491,, 
3339,"Orr, P.J., Briggs, D.E. and Kearns,S.L.",1998,no article title available,Science,Science,,,1174,,, 
4633,"Miller, S.A.",1875,"Class Cephalopoda (Cuvier), as represented in the Cincinnati Group.",Cincinnati Quart.Jour.Sci.,Cincinnati Quart.Jour.Sci.,2,2,125,,, 
4647,"Westermann, G.E.G.",1985,no article title available,Palaontologische Zeitschrift,Palaontologische Zeitschrift,59,,88,,, 
5689,"Clark, T.H.",1920,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,50,,69,71,, 
7120,"Welby, C.W.",1961,no article title available,Jour.Paleontology,Jour.Paleontology,35,2,392,,, 
6684,"Fletcher, T.P., Theokritoff, G., Lord and Zeoli",2005,no article title available,"Jour. Paleontology,","Jour. Paleontology,",,,321,322,, 
8945,"Vadet, A.",2007,Echinides fossiles du Boulonnais: Du Bajocien au Tithonien. <i>Les Irreguliers</i>,Annales de la Societe d'Histoire Naturalle du Boulonnais T.5 F.2,Annales de la Societe d'Histoire Naturalle du Bou,,,187,,, 
6366,"Foerste, A.F.",1930,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,25,1,17,18,, 
6361,"Foerste, A.F.",1926,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,21,5,361,,, 
7264,"Clark, H.L.",1945,"Geology of Lau, Fiji - Echinoidea",Bernice P. Bishop Mus.Bull.181,Bernice P. Bishop Mus.Bull.181,,,313,314,, 
8598,"von Heyden, C",1862,"Gliedertiere aus der Braunkohle des. Niederrhein's, der Wetterau und der. Rohn",Palaeontographica,Palaeontographica,10,,62,63,, 
6162,"House, M.R.",1967,no article title available,"J. of Paleontology,","J. of Paleontology,",36,2,278,9,, 
8950,"Lyon, S.",1861,no article title available,Acad.Nat.Sci.Philadelphia Proc.,Acad.Nat.Sci.Philadelphia Proc.,13,,412,,, 
8963,"Whittington, H.B.",1954,<i>Onnia </i>(Trilobita) from Venezuela,Harvard Univ.Mus.Comp.Zoology Breviora,Harvard Univ.Mus.Comp.Zoology Breviora,38,38,2,4,, 
9033,"White, C.",1863,no article title available,Boston Soc.Nat.Hist.Jour.,Boston Soc.Nat.Hist.Jour.,7,4,505,,, 
9034,"White, C.",1862,no article title available,Boston Soc.Nat.Hist.Jour.,Boston Soc.Nat.Hist.Jour.,9,,15,,, 
8796,"Moore, R.C.",1978,no article title available,Treatise on Invert. Paleo. Part T,Treatise on Invert. Paleo. Part T,,,,,, 
9408,"Dana, J. D.",1849,no article title available,Geology. United States Exploring Expedition,Geology. United States Exploring Expedition,10,,690,,, 
